2759629049,1,Normal,mirana,tiny,alchemist,natures-prophet,morphling,dark-seer,batrider,ancient-apparition,timbersaw,sniper
2759629105,1,Normal,sven,bloodseeker,dragon-knight,jakiro,tinker,undying,anti-mage,lion,viper,oracle
2759629106,0,Very High,tinker,anti-mage,treant-protector,visage,timbersaw,sand-king,invoker,ogre-magi,disruptor,juggernaut
2759629107,1,Normal,invoker,lich,anti-mage,clockwerk,alchemist,viper,juggernaut,crystal-maiden,medusa,pudge
2759629108,1,Normal,witch-doctor,naga-siren,faceless-void,bloodseeker,queen-of-pain,razor,spirit-breaker,riki,anti-mage,ursa
2759629109,1,Normal,oracle,riki,tiny,faceless-void,phantom-assassin,tusk,spirit-breaker,outworld-devourer,troll-warlord,legion-commander
2759629111,0,Unknown,phantom-assassin,clinkz,venomancer,skywrath-mage,anti-mage,drow-ranger,riki,windranger,legion-commander,bristleback
2759629112,0,Normal,clockwerk,juggernaut,riki,invoker,viper,huskar,kunkka,sniper,timbersaw,shadow-demon
2759629113,1,Normal,juggernaut,sniper,ogre-magi,phantom-lancer,medusa,invoker,faceless-void,phantom-assassin,lina,nyx-assassin
2759629114,1,Normal,invoker,wraith-king,storm-spirit,phantom-assassin,pudge,bloodseeker,natures-prophet,riki,alchemist,ogre-magi
2759629117,0,Normal,spectre,legion-commander,leshrac,sand-king,witch-doctor,ancient-apparition,dragon-knight,dazzle,slark,huskar
2759629119,0,Normal,spectre,chaos-knight,queen-of-pain,pugna,storm-spirit,slark,mirana,sven,sniper,ancient-apparition
2759629120,0,Normal,kunkka,pudge,phantom-assassin,omniknight,slardar,ursa,spectre,bane,slark,skywrath-mage
2759629137,0,Normal,phantom-assassin,luna,pudge,drow-ranger,juggernaut,legion-commander,spirit-breaker,earthshaker,shadow-fiend,necrophos
2759629144,1,Normal,bloodseeker,phantom-assassin,dazzle,lion,tinker,invoker,omniknight,luna,wraith-king,jakiro
2759629145,0,Normal,slark,phantom-assassin,tinker,sven,natures-prophet,keeper-of-the-light,mirana,anti-mage,timbersaw,crystal-maiden
2759629146,1,High,axe,death-prophet,brewmaster,sniper,abaddon,invoker,nyx-assassin,templar-assassin,bounty-hunter,sand-king
2759629147,1,Normal,anti-mage,legion-commander,phantom-assassin,windranger,invoker,omniknight,viper,centaur-warrunner,lifestealer,dazzle
2759629148,0,Normal,troll-warlord,bristleback,mirana,phantom-assassin,omniknight,keeper-of-the-light,phantom-lancer,shadow-fiend,sniper,luna
2759629152,1,Normal,alchemist,phantom-assassin,slardar,pudge,nyx-assassin,huskar,anti-mage,natures-prophet,weaver,ursa
2759629161,1,Unknown,alchemist,windranger,death-prophet,earthshaker,natures-prophet,meepo,lina,dragon-knight,riki,morphling
2759629163,1,High,keeper-of-the-light,outworld-devourer,rubick,ursa,huskar,alchemist,invoker,silencer,pudge,weaver
2759629166,1,Normal,legion-commander,kunkka,shadow-shaman,dark-seer,slark,omniknight,pudge,phantom-assassin,ursa,meepo
2759629167,0,Normal,shadow-fiend,dazzle,bounty-hunter,slark,clockwerk,morphling,riki,broodmother,nyx-assassin,mirana
2759629168,1,Normal,phantom-assassin,faceless-void,dragon-knight,terrorblade,juggernaut,drow-ranger,leshrac,bounty-hunter,bloodseeker,pudge
2759629172,1,Normal,invoker,earthshaker,treant-protector,sven,tiny,sniper,phantom-assassin,legion-commander,zeus,faceless-void
2759629176,0,High,tiny,pudge,witch-doctor,shadow-fiend,ursa,omniknight,ancient-apparition,medusa,storm-spirit,riki
2759629177,1,Normal,huskar,templar-assassin,gyrocopter,dazzle,lifestealer,riki,juggernaut,venomancer,bloodseeker,sniper
2759629179,0,Normal,enigma,dragon-knight,meepo,necrophos,disruptor,weaver,shadow-shaman,keeper-of-the-light,beastmaster,kunkka
2759629189,1,Normal,juggernaut,sniper,pudge,phantom-assassin,ursa,clinkz,wraith-king,zeus,kunkka,luna
2759629190,0,Normal,slark,death-prophet,night-stalker,spirit-breaker,slardar,anti-mage,morphling,timbersaw,phantom-assassin,pugna
2759629191,0,Normal,slark,riki,weaver,ogre-magi,death-prophet,chaos-knight,alchemist,witch-doctor,vengeful-spirit,sniper
2759629192,1,Normal,sniper,riki,viper,razor,anti-mage,jakiro,lina,pudge,luna,phantom-assassin
2759629193,1,Normal,morphling,phantom-assassin,nyx-assassin,shadow-fiend,sniper,ember-spirit,slark,riki,lina,ursa
2759629195,1,Normal,lycan,viper,huskar,wraith-king,slark,jakiro,legion-commander,lifestealer,enigma,earthshaker
2759629196,0,Normal,clockwerk,bounty-hunter,tiny,omniknight,mirana,sven,crystal-maiden,terrorblade,ursa,undying
2759629197,1,Normal,drow-ranger,templar-assassin,bloodseeker,undying,spirit-breaker,spectre,tinker,earthshaker,phoenix,meepo
2759629198,1,Normal,sniper,phantom-assassin,death-prophet,tusk,slardar,legion-commander,enigma,sven,outworld-devourer,lifestealer
2759629201,0,Normal,pudge,omniknight,sven,ursa,sniper,queen-of-pain,slark,clinkz,spirit-breaker,axe
2759629204,0,Normal,sven,death-prophet,faceless-void,pudge,crystal-maiden,slark,ogre-magi,witch-doctor,sniper,mirana
2759629218,0,Very High,underlord,riki,juggernaut,kunkka,alchemist,beastmaster,axe,faceless-void,warlock,razor
2759629219,0,Normal,legion-commander,spectre,crystal-maiden,slardar,outworld-devourer,huskar,pudge,winter-wyvern,lifestealer,anti-mage
2759629220,0,Normal,invoker,vengeful-spirit,wraith-king,juggernaut,lina,tidehunter,natures-prophet,windranger,phantom-lancer,huskar
2759629223,0,Normal,luna,shadow-demon,zeus,faceless-void,bloodseeker,storm-spirit,oracle,axe,mirana,pudge
2759629225,0,Normal,lion,chaos-knight,templar-assassin,lich,shadow-shaman,invoker,anti-mage,axe,sniper,shadow-demon
2759629226,0,Very High,shadow-fiend,earth-spirit,drow-ranger,rubick,invoker,necrophos,legion-commander,natures-prophet,shadow-shaman,death-prophet
2759629227,1,Normal,bristleback,ursa,legion-commander,anti-mage,batrider,phantom-assassin,crystal-maiden,slark,huskar,pugna
2759629229,0,Normal,templar-assassin,medusa,huskar,lone-druid,kunkka,slark,sven,wraith-king,invoker,warlock
2759629230,0,Normal,drow-ranger,templar-assassin,sand-king,oracle,jakiro,luna,sniper,earthshaker,tinker,omniknight
2759629231,1,Normal,natures-prophet,faceless-void,storm-spirit,skywrath-mage,drow-ranger,lion,weaver,pudge,nyx-assassin,bloodseeker
2759629232,1,Normal,phantom-assassin,legion-commander,huskar,weaver,timbersaw,storm-spirit,sniper,juggernaut,ancient-apparition,bristleback
2759629238,1,Normal,enigma,sven,morphling,vengeful-spirit,phantom-assassin,troll-warlord,pudge,slark,luna,queen-of-pain
2759629239,0,Normal,queen-of-pain,invoker,ursa,natures-prophet,sven,phantom-assassin,slark,juggernaut,witch-doctor,alchemist
2759629241,0,Normal,lich,phantom-assassin,lifestealer,wraith-king,ursa,underlord,sven,pudge,axe,juggernaut
2759629242,0,Normal,kunkka,spectre,nyx-assassin,axe,sniper,oracle,outworld-devourer,pudge,alchemist,slark
2759629243,1,Normal,razor,morphling,elder-titan,mirana,bane,silencer,ursa,outworld-devourer,ogre-magi,dark-seer
2759629244,0,Normal,lifestealer,necrophos,sniper,pudge,tiny,abaddon,alchemist,wraith-king,huskar,enchantress
2759629245,1,Normal,wraith-king,alchemist,drow-ranger,slark,phantom-assassin,lion,invoker,pudge,death-prophet,magnus
2759629246,0,Normal,crystal-maiden,enchantress,legion-commander,axe,tusk,wraith-king,pudge,anti-mage,vengeful-spirit,windranger
2759629247,0,Normal,pudge,sven,tiny,bloodseeker,warlock,storm-spirit,meepo,phantom-assassin,keeper-of-the-light,bounty-hunter
2759629248,0,Normal,sniper,huskar,queen-of-pain,bloodseeker,bristleback,tinker,timbersaw,rubick,juggernaut,troll-warlord
2759629252,0,Normal,shadow-fiend,rubick,magnus,doom,phantom-assassin,sniper,huskar,anti-mage,ursa,weaver
2759629254,1,Normal,dragon-knight,lion,phoenix,slardar,templar-assassin,razor,sniper,vengeful-spirit,elder-titan,slark
2759629256,0,Normal,juggernaut,pudge,phantom-assassin,rubick,lone-druid,leshrac,alchemist,slardar,tinker,treant-protector
2759629257,0,Normal,witch-doctor,alchemist,elder-titan,puck,zeus,axe,sven,mirana,skywrath-mage,dark-seer
2759629259,0,Normal,pudge,bloodseeker,invoker,underlord,troll-warlord,magnus,luna,shadow-fiend,viper,riki
2759629260,0,Normal,tinker,sven,zeus,pudge,tiny,lifestealer,abaddon,shadow-fiend,huskar,witch-doctor
2759629261,1,High,morphling,oracle,rubick,alchemist,keeper-of-the-light,juggernaut,shadow-shaman,tidehunter,ursa,omniknight
2759629263,0,High,spirit-breaker,phantom-assassin,venomancer,bounty-hunter,juggernaut,lifestealer,vengeful-spirit,weaver,axe,magnus
2759629277,0,Normal,invoker,storm-spirit,kunkka,dark-seer,luna,sniper,phantom-assassin,tinker,slardar,morphling
2759629279,0,Normal,sven,omniknight,alchemist,kunkka,outworld-devourer,razor,lion,morphling,mirana,wraith-king
2759629281,0,Normal,legion-commander,juggernaut,omniknight,gyrocopter,viper,ember-spirit,morphling,spirit-breaker,phantom-assassin,luna
2759629282,0,Normal,phantom-lancer,axe,sven,sniper,drow-ranger,legion-commander,juggernaut,abaddon,earthshaker,bristleback
2759629284,1,Unknown,sven,bloodseeker,anti-mage,huskar,clinkz,lifestealer,viper,phantom-assassin,sniper,abaddon
2759629285,0,Normal,templar-assassin,drow-ranger,nyx-assassin,outworld-devourer,riki,windranger,huskar,phantom-lancer,queen-of-pain,axe
2759629286,0,Very High,tinker,drow-ranger,gyrocopter,legion-commander,lion,invoker,dazzle,tusk,morphling,earthshaker
2759629287,1,Normal,death-prophet,abaddon,lina,lion,magnus,tinker,crystal-maiden,weaver,pudge,juggernaut
2759629288,0,Normal,phantom-assassin,shadow-shaman,phantom-lancer,sand-king,tinker,brewmaster,bloodseeker,slardar,windranger,weaver
2759629291,1,Normal,phantom-assassin,sven,windranger,spirit-breaker,huskar,crystal-maiden,riki,puck,juggernaut,legion-commander
2759629293,1,Normal,phantom-assassin,sniper,shadow-shaman,night-stalker,ember-spirit,ancient-apparition,morphling,nyx-assassin,vengeful-spirit,windranger
2759629296,0,Normal,troll-warlord,luna,weaver,shadow-demon,axe,storm-spirit,pudge,underlord,magnus,ursa
2759629298,1,Normal,lion,medusa,nyx-assassin,doom,faceless-void,enchantress,underlord,legion-commander,tinker,abaddon
2759629299,0,Normal,crystal-maiden,vengeful-spirit,dragon-knight,slark,troll-warlord,legion-commander,templar-assassin,lina,kunkka,faceless-void
2759629302,0,High,spectre,sniper,slardar,venomancer,treant-protector,invoker,sand-king,bane,medusa,crystal-maiden
2759629303,0,Normal,abaddon,bloodseeker,spectre,bane,alchemist,bristleback,terrorblade,phantom-assassin,mirana,vengeful-spirit
2759629304,0,Normal,abaddon,natures-prophet,clinkz,sniper,drow-ranger,alchemist,arc-warden,anti-mage,windranger,witch-doctor
2759629305,0,Normal,huskar,queen-of-pain,sven,spirit-breaker,pudge,riki,phantom-assassin,clinkz,earthshaker,axe
2759629306,1,Normal,earthshaker,legion-commander,templar-assassin,sniper,juggernaut,huskar,slark,troll-warlord,crystal-maiden,weaver
2759629318,0,Normal,alchemist,sniper,brewmaster,terrorblade,night-stalker,meepo,phantom-assassin,invoker,lion,puck
2759629321,0,Normal,troll-warlord,sniper,bristleback,shadow-fiend,ogre-magi,pudge,storm-spirit,juggernaut,shadow-shaman,mirana
2759629324,1,Unknown,slardar,sniper,mirana,legion-commander,pudge,zeus,alchemist,wraith-king,techies,clinkz
2759629325,0,Normal,elder-titan,sniper,meepo,huskar,bounty-hunter,razor,anti-mage,axe,witch-doctor,skywrath-mage
2759629326,1,Normal,tinker,pudge,slardar,weaver,pugna,phantom-assassin,dazzle,ursa,slark,invoker
2759629327,0,Normal,ursa,shadow-shaman,sniper,invoker,crystal-maiden,mirana,storm-spirit,silencer,bane,tidehunter
2759629329,0,Normal,alchemist,bane,lifestealer,legion-commander,pudge,kunkka,slardar,sniper,necrophos,tinker
2759629330,0,Normal,bloodseeker,sven,lifestealer,ursa,outworld-devourer,viper,alchemist,spirit-breaker,phantom-assassin,juggernaut
2759629332,0,High,spectre,phantom-assassin,pudge,axe,juggernaut,warlock,ursa,anti-mage,sven,venomancer
2759629333,0,Unknown,drow-ranger,mirana,wraith-king,crystal-maiden,pudge,spectre,tinker,sniper,axe,sand-king
2759629346,1,Normal,centaur-warrunner,invoker,death-prophet,oracle,anti-mage,alchemist,pudge,skywrath-mage,nyx-assassin,slark
2759629350,0,Normal,silencer,timbersaw,lich,pudge,phantom-assassin,skywrath-mage,slark,storm-spirit,natures-prophet,kunkka
2759629351,0,Normal,bloodseeker,huskar,ursa,enigma,dragon-knight,sven,legion-commander,phantom-assassin,lich,troll-warlord
2759629352,1,Unknown,riki,viper,ursa,sand-king,pudge,necrophos,sven,huskar,earthshaker,phantom-assassin
2759629354,0,Normal,ogre-magi,puck,timbersaw,chaos-knight,dark-seer,bounty-hunter,wraith-king,lich,slardar,broodmother
2759629356,0,Normal,faceless-void,necrophos,legion-commander,windranger,phantom-assassin,tiny,sven,juggernaut,troll-warlord,drow-ranger
2759629357,0,Normal,sven,legion-commander,invoker,meepo,earthshaker,phantom-assassin,ember-spirit,lich,kunkka,alchemist
2759629359,0,Very High,tinker,juggernaut,bloodseeker,pudge,leshrac,nyx-assassin,clockwerk,morphling,visage,alchemist
2759629363,1,Normal,spirit-breaker,bristleback,disruptor,sven,ursa,drow-ranger,pudge,ember-spirit,undying,bounty-hunter
2759629365,1,Unknown,riki,juggernaut,silencer,earthshaker,ursa,zeus,shadow-fiend,outworld-devourer,huskar,windranger
2759629373,1,High,pudge,anti-mage,phoenix,luna,invoker,ursa,outworld-devourer,axe,necrophos,mirana
2759629374,0,High,slark,axe,phantom-assassin,timbersaw,pudge,centaur-warrunner,riki,spectre,phoenix,outworld-devourer
2759629376,0,Normal,phantom-assassin,bounty-hunter,huskar,sniper,lion,windranger,slark,sven,phantom-lancer,drow-ranger
2759629377,0,Normal,slark,earthshaker,bane,spectre,riki,puck,faceless-void,huskar,pudge,morphling
2759629378,0,Normal,phantom-assassin,witch-doctor,earthshaker,ursa,sand-king,legion-commander,bloodseeker,drow-ranger,faceless-void,lifestealer
2759629379,0,Normal,morphling,drow-ranger,huskar,rubick,pudge,death-prophet,enigma,outworld-devourer,lifestealer,magnus
2759629380,1,Very High,warlock,anti-mage,dark-seer,enigma,shadow-fiend,faceless-void,legion-commander,necrophos,tinker,morphling
2759629381,1,Normal,shadow-fiend,techies,huskar,spectre,weaver,riki,phantom-assassin,earthshaker,lina,pudge
2759629382,1,Normal,undying,alchemist,sniper,riki,bristleback,axe,phantom-assassin,sven,warlock,outworld-devourer
2759629383,0,Normal,treant-protector,death-prophet,necrophos,wraith-king,spectre,bloodseeker,ancient-apparition,legion-commander,clinkz,phantom-lancer
2759629384,1,High,viper,wraith-king,windranger,sven,dark-seer,juggernaut,invoker,templar-assassin,rubick,troll-warlord
2759629386,1,Normal,magnus,sven,witch-doctor,night-stalker,sniper,bloodseeker,pudge,pugna,huskar,riki
2759629388,0,Normal,storm-spirit,slardar,slark,enigma,magnus,tinker,phantom-assassin,centaur-warrunner,anti-mage,timbersaw
2759629389,1,Normal,lion,queen-of-pain,slark,necrophos,centaur-warrunner,sven,invoker,death-prophet,sniper,legion-commander
2759629390,0,Very High,invoker,bounty-hunter,axe,juggernaut,ursa,bristleback,venomancer,pudge,weaver,mirana
2759629391,0,Normal,puck,sven,clinkz,juggernaut,treant-protector,legion-commander,anti-mage,outworld-devourer,pudge,riki
2759629392,1,High,pugna,sniper,anti-mage,warlock,ogre-magi,axe,necrophos,rubick,outworld-devourer,slark
2759629393,1,Normal,winter-wyvern,earthshaker,legion-commander,bloodseeker,razor,luna,sniper,phantom-assassin,huskar,morphling
2759629396,0,Normal,bloodseeker,vengeful-spirit,lifestealer,timbersaw,centaur-warrunner,techies,venomancer,shadow-fiend,pudge,arc-warden
2759629412,1,Normal,ursa,sand-king,rubick,tiny,drow-ranger,underlord,outworld-devourer,sven,mirana,sniper
2759629416,1,High,phantom-assassin,spirit-breaker,slardar,necrophos,mirana,tidehunter,lifestealer,faceless-void,pudge,puck
2759629417,0,Normal,alchemist,earthshaker,warlock,phantom-assassin,juggernaut,tinker,spirit-breaker,kunkka,lifestealer,ancient-apparition
2759629418,0,Normal,riki,sniper,storm-spirit,faceless-void,ursa,pudge,slark,alchemist,mirana,sand-king
2759629419,1,Normal,mirana,enchantress,anti-mage,bounty-hunter,tidehunter,ursa,juggernaut,slardar,tinker,medusa
2759629420,1,Normal,venomancer,phantom-assassin,pudge,juggernaut,witch-doctor,sniper,bounty-hunter,anti-mage,legion-commander,shadow-fiend
2759629422,0,Normal,invoker,wraith-king,keeper-of-the-light,necrophos,vengeful-spirit,earthshaker,legion-commander,spectre,kunkka,faceless-void
2759629441,1,Normal,ogre-magi,pudge,phantom-lancer,outworld-devourer,sniper,sand-king,dark-seer,gyrocopter,mirana,weaver
2759629442,0,Normal,storm-spirit,phantom-assassin,sniper,anti-mage,slark,axe,gyrocopter,ogre-magi,keeper-of-the-light,enchantress
2759629443,1,Normal,phantom-lancer,treant-protector,sven,shadow-fiend,anti-mage,earthshaker,dazzle,dragon-knight,phantom-assassin,storm-spirit
2759629444,0,Normal,bounty-hunter,phantom-lancer,luna,dragon-knight,sven,troll-warlord,axe,slardar,legion-commander,ember-spirit
2759629445,1,Normal,death-prophet,luna,riki,phantom-assassin,meepo,pudge,shadow-fiend,necrophos,spectre,legion-commander
2759629446,0,Normal,disruptor,slark,lion,outworld-devourer,centaur-warrunner,juggernaut,huskar,spectre,mirana,medusa
2759629449,1,High,pudge,sniper,disruptor,ursa,slark,windranger,faceless-void,outworld-devourer,drow-ranger,vengeful-spirit
2759629452,0,High,lina,bristleback,outworld-devourer,riki,mirana,chaos-knight,tinker,morphling,omniknight,phoenix
2759629454,1,Normal,axe,phantom-assassin,clockwerk,tinker,sven,pudge,mirana,faceless-void,sniper,abaddon
2759629456,0,Normal,juggernaut,winter-wyvern,sven,weaver,huskar,shadow-fiend,phantom-assassin,earthshaker,bloodseeker,lion
2759629459,1,High,drow-ranger,pudge,night-stalker,mirana,medusa,winter-wyvern,terrorblade,morphling,invoker,slardar
2759629473,0,Normal,legion-commander,weaver,jakiro,dazzle,clinkz,arc-warden,phantom-assassin,earth-spirit,tusk,riki
2759629474,0,Very High,bloodseeker,sven,juggernaut,pudge,legion-commander,enigma,alchemist,bounty-hunter,wraith-king,sand-king
2759629477,1,Normal,tiny,death-prophet,silencer,anti-mage,invoker,storm-spirit,wraith-king,ursa,pudge,dazzle
2759629478,0,Normal,legion-commander,riki,phantom-lancer,bloodseeker,wraith-king,earthshaker,necrophos,troll-warlord,windranger,zeus
2759629480,1,Normal,timbersaw,faceless-void,tinker,earth-spirit,winter-wyvern,slardar,silencer,sniper,omniknight,crystal-maiden
2759629482,0,Normal,leshrac,phantom-assassin,windranger,slark,venomancer,spirit-breaker,death-prophet,invoker,pudge,tiny
2759629484,0,Normal,wraith-king,bloodseeker,pudge,bounty-hunter,invoker,tinker,lone-druid,sniper,phantom-assassin,vengeful-spirit
2759629487,1,Normal,lich,bristleback,zeus,sven,shadow-shaman,batrider,lifestealer,weaver,slardar,venomancer
2759629500,1,Normal,juggernaut,bloodseeker,slark,drow-ranger,dark-seer,queen-of-pain,sniper,tiny,faceless-void,lion
2759629501,0,Normal,skywrath-mage,centaur-warrunner,disruptor,death-prophet,earthshaker,spectre,juggernaut,bloodseeker,ember-spirit,slardar
2759629503,1,Normal,centaur-warrunner,anti-mage,slardar,phantom-assassin,phantom-lancer,weaver,legion-commander,wraith-king,troll-warlord,luna
2759629504,0,Normal,weaver,faceless-void,lifestealer,invoker,riki,phantom-assassin,luna,huskar,pudge,lina
2759629506,0,Normal,arc-warden,slark,meepo,jakiro,lina,naga-siren,wraith-king,invoker,winter-wyvern,bane
2759629526,0,Normal,elder-titan,naga-siren,phantom-assassin,riki,earthshaker,medusa,legion-commander,morphling,ursa,phantom-lancer
2759629528,1,Normal,lycan,viper,wraith-king,slardar,sand-king,clinkz,bristleback,natures-prophet,earthshaker,windranger
2759629533,0,Unknown,riki,silencer,lion,pudge,shadow-fiend,viper,ursa,sven,huskar,phantom-assassin
2759629537,0,Normal,spectre,sand-king,mirana,sniper,tinker,pudge,undying,clockwerk,wraith-king,lone-druid
2759629538,0,Normal,silencer,mirana,sand-king,windranger,slark,earthshaker,axe,skywrath-mage,bounty-hunter,sniper
